Acetobacteraceae	0
Acidimicrobiaceae	0
Acidimicrobiales	0
Acidimicrobineae	0
Acidobacteria	0
Acidobacteriaceae	0
Acutodesmus obliquus	0
Aequorivita antarctica	0
Aeromonadaceae	0
Afifella	0
Ahrensia	0
Alkalispirillum	0
Alpinimonas	0
Alpinimonas psychrophila	0
Altererythrobacter	0
Alteromonadaceae	0
Alteromonadales	0
Alteromonas stellipolaris	0
Amoebophilaceae	0
Ancalomicrobium	0
Anderseniella	0
Angulomicrobium	0
Ardenticatenia	0
Arenicellaceae	0
Arenimonas	0
Aurantimonadaceae	0
Bacteriovoracaceae	0
Bacteriovorax	0
Bacteroidetes	0
Balneolaceae	0
Barnesiellaceae	0
Betaproteobacteria	0
Beutenbergiaceae	0
Blastocatella	0
Bolidomonas pacifica	0
Boseongicola	0
Bradyrhizobiaceae	0
Brevibacteriaceae	0
Cafeteria roenbergensis	0
Carnobacteriaceae	0
Cellulomonadaceae	0
Cellvibrionaceae	0
Chaetoceros neogracile	0
Chitinophagaceae	0
Chlamydomonadaceae	0
Chlamydomonas	0
Chlamydomonas geitleri	0
Chlamydomonas kuwadae	0
Chlamydomonas perpusilla	0
Chlamydomonas proteus	0
Chlorella	0
Chloroacidobacterium	0
Chlorobi	0
Chlorobiaceae	0
Chlorobiales	0
Chlorobium	0
Chloroflexaceae	0
Chloroflexi	0
Chlorokybus atmophyticus	0
Chromatiaceae	0
Chromatiales	0
Chroococcales	0
Chrysochromulina camella	0
Chthoniobacteraceae	0
Chthoniobacterales	0
Colwellia	0
Colwelliaceae	0
Conexibacteraceae	0
Corethron pennatum	0
Crenotrichaceae	0
Criblamydiaceae	0
Cryomorphacea	0
Cryomorphaceae	0
Cryothecomonas	0
Cryothecomonas longipes	0
Cyanobacteria	0
Cyclobacteriaceae	0
Cyrtostrombidium	0
Cystobacteraceae	0
Cystobacterineae	0
Cytophagaceae	0
Cytophagales	0
Defluviicoccus	0
Dehalococcoidetes	0
Deinococcaceae	0
Deltaproteobacteria	0
Dermabacteraceae	0
Dermacoccaceae	0
Desulfurobacteriaceae	0
Diaphanoeca	0
Dinophyta	0
Dinoroseobacter	0
Draconibacteriaceae	0
Dysteria	0
Dysteria pectinata	0
Ectothiorhodospiraceae	0
Eionea	0
Endomicrobia	0
Endozoicimonaceae	0
Erythrobacteraceae	0
Ferrimonadaceae	0
Ferruginibacter	0
Filomicrobium	0
Fimbriimonadaceae	0
Flammeovirgaceae	0
Flexithrix	0
Formosa	0
Frankiaceae	0
Gaetbulibacter	0
Gaiellaceae	0
Gaiellales	0
Gammaproteobacteria	0
Gemellaceae	0
Geminigera	0
Geminigera cryophila	0
Gemmataceae	0
Gemmatimonadaceae	0
Gemmatimonadales	0
Gemmatimonadetes	0
Geodermatophilaceae	0
Glaciecola	0
Gleocapsa	0
Gloeobacterales	0
Gracilibacteria	0
Grammonema striatula	0
Granulosicoccaceae	0
Granulosicoccus	0
Guillardia theta	0
Gyrodinium gutrula	0
Gyrodinium rubrum	0
Hahellaceae	0
Haliangiaceae	0
Haliea	0
Halieaceae	0
Haloferula	0
Halomonadaceae	0
Halomonas phosphatis	0
Halothiobacillaceae	0
Haslea nipkowii	0
Heliobacteriaceae	0
Hirschia	0
Hyphomicrobiaceae	0
Hyphomonadaceae	0
Idiomarinaceae	0
Ignavibacteriaceae	0
Ignavibacteriales	0
Ilumatobacter nonamiensis	0
Kangiella	0
Karlodinium veneficum	0
Kiloniellaceae	0
Kiloniellales	0
Kineosporiaceae	0
Kleinstyla dorsicirrata	0
Kofleriaceae	0
Kordiimonadaceae	0
Kordiimonadales	0
Kordiimonas	0
Ktedonobacteraceae	0
Ktedonobacteria	0
Lactobacillales	0
Leadbetterella	0
Lentisphaeraceae	0
Leptolyngbya	0
Leucothrix	0
Lewinella antarctica	0
Loktanella	0
Loktanella vestfoldensis	0
Lutibacter	0
Lutibacterium	0
Maribacter	0
Marinicella	0
Marinicellaceae	0
Marinilabiaceae	0
Marinomonas	0
Marinoscillum furvescens	0
Mariprofundaceae	0
Maritimimonas rapanae	0
Melioribacteraceae	0
Mesorhizobium	0
Methylacidiphilaceae	0
Methylobacteriaceae	0
Methylococcacea	0
Methylococcaceae	0
Methylococcales	0
Methylococcus	0
Methylocystaceae	0
Methylophaga	0
Microbacteriaceae	0
Microbulbifer	0
Microcella	0
Microchaetaceae	0
Micromonas	0
Micromonas pusilla	0
Micromonosporaceae	0
Microscilla marina	0
Microxysma acutum	0
Milano	0
Minidiscus trioculatus	0
Modicisalibacter	0
Mollicutes	0
Monostroma angicava	0
Myxococcaceae	0
Myxococcales	0
Nannochloropsis limnetica	0
Nannochloropsis oculata	0
Nannocystaceae	0
Nannocystineae	0
Nitrosococcus	0
Nordella	0
Nostocaceae	0
Novispirillum	0
Oceanibaculum	0
Oceanospirillaceae	0
Oceanospirillales	0
Odoribacteraceae	0
Paenisporosarcina	0
Paraphysomonas butcheri	0
Paraprevotellaceae	0
Parvularculaceae	0
Patulibacteraceae	0
Paulinellidae	0
Pelagibacter	0
Pelagibacter ubique	0
Pelagibacteraceae	0
Peridiniaceae	0
Persicirhabdus	0
Persicobacter	0
Phaeocystidibacter	0
Phaeocystis antarctica	0
Phaselicystidaceae	0
Phycisphaeraceae	0
Phycisphaerae	0
Phycisphaerales	0
Phyllobacteriaceae	0
Phyllopharyngea	0
Picobiliphyte	0
Picomonas judraskeda	0
Pirellulaceae	0
Piscirickettsiaceae	0
Planctomycetaceae	0
Planctomycetes	0
Planktoluna difficilis	0
Planktomarina	0
